Nama_Bahan,Energi (kal),Protein (g),Lemak (g),Karbohidrat (g),Serat (g),BDD ( 100% ),Mentahan / Olahan,Kelompok Makanan,Jenis Makanan
"Alpukat, segar",0.08612975391498881,0.01211305518169583,0.065,0.08191489361702127,0.0,61,Tunggal,Buah,Buah
"Anggur hutan, segar",0.02460850111856823,0.006729475100942127,0.002,0.07234042553191489,0.02580645161290323,100,Tunggal,Buah,Buah
"Apel malang, segar",0.05480984340044744,0.006729475100942127,0.004,0.1361702127659574,0.01720430107526882,88,Tunggal,Buah,Buah
"Apel, segar",0.05592841163310962,0.004037685060565276,0.004,0.1585106382978723,0.05591397849462366,88,Tunggal,Buah,Buah
"Arbai, segar",0.03243847874720358,0.0107671601615074,0.005,0.08829787234042553,0.0,96,Tunggal,Buah,Buah
Barongko,0.168903803131991,0.04172274562584118,0.058,0.25,0.0,100,Olahan,Buah,Lain-lain
"Belimbing, segar",0.03131991051454139,0.005383580080753701,0.004,0.09361702127659575,0.07096774193548387,86,Tunggal,Buah,Buah
"Biwah, segar",0.04809843400447428,0.004037685060565276,0.001,0.1287234042553191,0.01505376344086022,66,Tunggal,Buah,Buah
"Blewah, segar",0.029082774049217,0.0107671601615074,0.002,0.08723404255319148,0.01935483870967742,-,Tunggal,Buah,Buah
"Buah atung, segar",0.01677852348993289,0.0107671601615074,0.002,0.05531914893617022,0.0,80,Tunggal,Buah,Buah
"Buah kelenting, segar",0.1140939597315436,0.01884253028263795,0.021,0.2276595744680851,0.0,77,Tunggal,Buah,Buah
"Buah kom, segar",0.2863534675615212,0.05383580080753701,0.011,0.6340425531914894,0.1935483870967742,100,Tunggal,Buah,Buah
"Buah mentega (Bisbul), segar",0.03467561521252796,0.009421265141318977,0.002,0.1031914893617021,0.04301075268817205,50,Tunggal,Buah,Buah
"Buah Naga Merah, segar",0.07046979865771812,0.02288021534320323,0.031,0.09680851063829786,0.06881720430107528,67,Tunggal,Buah,Buah
"Buah Naga Putih, segar",0.05369127516778524,0.0107671601615074,0.01,0.1159574468085106,0.06881720430107528,74,Tunggal,Buah,Buah
"Buah negri, segar",0.05257270693512305,0.0161507402422611,0.001,0.1297872340425532,0.1118279569892473,48,Tunggal,Buah,Buah
"Buah nona, segar",0.1040268456375839,0.02288021534320323,0.006,0.2680851063829787,0.06021505376344086,58,Tunggal,Buah,Buah
"Buah rotan, segar",0.07829977628635347,0.008075370121130552,0.003,0.1936170212765957,0.0,-,Tunggal,Buah,Buah
"Buah rukam, segar",0.1174496644295302,0.0107671601615074,0.003,0.2851063829787234,0.1655913978494624,100,Tunggal,Buah,Buah
"Buah ruruhi, segar",0.02348993288590604,0.02826379542395693,0.006999999999999999,0.03829787234042553,0.05591397849462366,82,Tunggal,Buah,Buah
"Buah tuppa, segar",0.06599552572706935,0.005383580080753701,0.002,0.1691489361702128,0.0,-,Tunggal,Buah,Buah
"Carica papaya, segar",0.01789709172259508,0.02557200538358008,0.002,0.03936170212765958,0.02150537634408602,60,Tunggal,Buah,Buah
"Cempedak, segar",0.1208053691275168,0.04037685060565276,0.004,0.3042553191489362,0.07311827956989247,30,Tunggal,Buah,Buah
Dodol nanas,0.3691275167785235,0.02018842530282638,0.012,0.8542553191489362,0.0,100,Olahan,Buah,Lain-lain
"Duku, segar",0.06152125279642058,0.01345895020188425,0.002,0.1712765957446808,0.0924731182795699,64,Tunggal,Buah,Buah
"Durian, segar",0.1409395973154362,0.03364737550471063,0.03,0.2978723404255319,0.07526881720430108,22,Tunggal,Buah,Buah
"Duwet, segar",0.08053691275167785,0.006729475100942127,0.006,0.1936170212765957,0.01935483870967742,67,Tunggal,Buah,Buah
"Embacang, segar",0.1006711409395973,0.01884253028263795,0.002,0.2702127659574468,0.04086021505376344,65,Tunggal,Buah,Buah
"Encung asam, segar",0.1275167785234899,0.04710632570659488,0.045,0.1861702127659574,0.2,98,Tunggal,Buah,Buah
"Erbis, segar",0.06935123042505593,0.008075370121130552,0.0,0.201063829787234,0.1655913978494624,33,Tunggal,Buah,Buah
Gandaria masak,0.06711409395973154,0.009421265141318977,0.001,0.1914893617021277,0.04731182795698925,70,Tunggal,Buah,Buah
"Gatep, segar",0.2046979865771812,0.06056527590847914,0.015,0.4223404255319149,0.2881720430107527,100,Tunggal,Buah,Buah
Getuk pisang,0.1521252796420582,0.01480484522207268,0.004,0.3627659574468085,0.00860215053763441,100,Olahan,Buah,Lain-lain
"Jambu air, segar",0.04250559284116331,0.008075370121130552,0.002,0.125531914893617,0.04516129032258065,90,Tunggal,Buah,Buah
Jambu biji,0.04586129753914989,0.01211305518169583,0.003,0.1297872340425532,0.05161290322580645,82,Tunggal,Buah,Buah
Jambu biji putih tidak berbiji,0.0592841163310962,0.01211305518169583,0.003,0.1638297872340425,0.09677419354838711,82,Tunggal,Buah,Buah
"Jambu bol, segar",0.04586129753914989,0.03095558546433378,0.002,0.1021276595744681,0.07526881720430108,67,Tunggal,Buah,Buah
"Jambu monyet, segar",0.06263982102908278,0.009421265141318977,0.006,0.1680851063829787,0.02580645161290323,90,Tunggal,Buah,Buah
"Jeruk bali, segar",0.04474272930648769,0.008075370121130552,0.002,0.1319148936170213,0.01720430107526882,62,Tunggal,Buah,Buah
"Jeruk banjar, segar",0.0592841163310962,0.0107671601615074,0.002,0.15,0.0,72,Tunggal,Buah,Buah
Jeruk garut-keprok,0.04026845637583892,0.0107671601615074,0.003,0.1159574468085106,0.03440860215053764,71,Tunggal,Buah,Buah
"Jeruk Kalamansi, segar",0.03467561521252796,0.004037685060565276,0.003,0.09468085106382979,0.04946236559139785,100,Tunggal,Buah,Buah
"Jeruk manis, segar",0.04138702460850112,0.01211305518169583,0.002,0.1191489361702128,0.03010752688172043,72,Tunggal,Buah,Buah
"Jeruk nipis, segar",0.04026845637583892,0.006729475100942127,0.002,0.1063829787234043,0.00860215053763441,76,Tunggal,Buah,Buah
"Jeruk ragi, segar",0.04586129753914989,0.009421265141318977,0.002,0.1180851063829787,0.01075268817204301,59,Tunggal,Buah,Buah
"Kawista, segar",0.1252796420581656,0.04710632570659488,0.025,0.2212765957446809,0.0989247311827957,72,Tunggal,Buah,Buah
"Kedondong masak, segar",0.04250559284116331,0.01345895020188425,0.001,0.1095744680851064,0.05591397849462366,58,Tunggal,Buah,Buah
"Kedondong, segar",0.0436241610738255,0.006729475100942127,0.002,0.1106382978723404,0.05806451612903227,58,Tunggal,Buah,Buah
"Kelapa hutan, kering",0.6879194630872483,0.02691790040376851,0.521,0.3882978723404255,0.3290322580645162,-,Tunggal,Buah,Buah
"Kelapa muda, daging, segar",0.06711409395973154,0.01345895020188425,0.009000000000000001,0.148936170212766,0.0,53,Tunggal,Buah,Buah
"Kemang, segar",0.04474272930648769,0.01345895020188425,0.002,0.1265957446808511,0.03655913978494624,65,Tunggal,Buah,Buah
Keripik lampung,0.5335570469798657,0.02288021534320323,0.222,0.7414893617021276,0.01290322580645161,100,Olahan,Buah,Lain-lain
"Kesemek, segar",0.07829977628635347,0.0107671601615074,0.004,0.2127659574468085,0.01290322580645161,97,Tunggal,Buah,Buah
"Kokosan, segar",0.087248322147651,0.02153432032301481,0.002,0.1382978723404255,0.03010752688172043,64,Tunggal,Buah,Buah
"Kranji, segar",0.343400447427293,0.02826379542395693,0.014,0.7819148936170213,0.0,31,Tunggal,Buah,Buah
"Langsat, segar",0.05369127516778524,0.01211305518169583,0.002,0.1521276595744681,0.03010752688172043,64,Tunggal,Buah,Buah
Ledre pisang,0.4440715883668904,0.06460296096904442,0.051,0.9031914893617021,0.00860215053763441,100,Olahan,Buah,Lain-lain
"Lemon, segar",0.029082774049217,0.006729475100942127,0.008,0.06595744680851064,0.002150537634408603,100,Tunggal,Buah,Buah
Lempog durian,0.348993288590604,0.04710632570659488,0.057,0.6776595744680851,0.1053763440860215,100,Olahan,Buah,Lain-lain
Loka anjoro,0.1733780760626398,0.01480484522207268,0.043,0.3191489361702128,0.0,100,Olahan,Buah,Lain-lain
"Lontar, segar",0.02125279642058165,0.005383580080753701,0.002,0.06382978723404255,0.03440860215053764,79,Tunggal,Buah,Buah
"Mangga benggala, segar",0.06152125279642058,0.03230148048452221,0.004,0.1319148936170213,0.1247311827956989,65,Tunggal,Buah,Buah
"Mangga gedung, segar",0.04026845637583892,0.009421265141318977,0.002,0.1191489361702128,0.03440860215053764,65,Tunggal,Buah,Buah
"Mangga golek, segar",0.06152125279642058,0.006729475100942127,0.002,0.1776595744680851,0.04946236559139785,65,Tunggal,Buah,Buah
"Mangga harumanis, segar",0.04250559284116331,0.005383580080753701,0.002,0.1265957446808511,0.03655913978494624,65,Tunggal,Buah,Buah
"Mangga indramayu, segar",0.07158836689038031,0.0107671601615074,0.002,0.1989361702127659,0.05376344086021506,65,Tunggal,Buah,Buah
"Mangga kopek, segar",0.05369127516778524,0.005383580080753701,0.002,0.1553191489361702,0.04301075268817205,65,Tunggal,Buah,Buah
"Mangga kwini, segar",0.087248322147651,0.009421265141318977,0.005,0.2106382978723404,0.1397849462365592,65,Tunggal,Buah,Buah
"Mangga manalagi, segar",0.1398210290827741,0.01345895020188425,0.001,0.3414893617021277,0.2537634408602151,65,Tunggal,Buah,Buah
"Mangga muda, segar",0.05704697986577181,0.006729475100942127,0.004,0.1606382978723404,0.0,73,Tunggal,Buah,Buah
"Mangga, segar",0.04921700223713646,0.009421265141318977,0.0,0.1308510638297872,0.03440860215053764,65,Tunggal,Buah,Buah
"Manggis, segar",0.06152125279642058,0.008075370121130552,0.006,0.1659574468085106,0.03225806451612903,29,Tunggal,Buah,Buah
"Markisa, segar",0.1521252796420582,0.04710632570659488,0.012,0.3170212765957447,0.2451612903225807,48,Tunggal,Buah,Buah
"Matoa, segar",0.09172259507829977,0.0161507402422611,0.001,0.224468085106383,0.01075268817204301,40,Tunggal,Buah,Buah
"Melon, segar",0.03243847874720358,0.008075370121130552,0.004,0.08297872340425531,0.02150537634408602,58,Tunggal,Buah,Buah
"Menteng, segar",0.06375838926174497,0.02288021534320323,0.003,0.1712765957446808,0.0,64,Tunggal,Buah,Buah
"Mentimun Suri, segar",0.008948545861297539,0.01749663526244953,0.0,0.02234042553191489,0.01935483870967742,-,Tunggal,Buah,Buah
"Nanas palembang, segar",0.05592841163310962,0.009421265141318977,0.002,0.1414893617021277,0.03440860215053764,53,Tunggal,Buah,Buah
"Nanas, segar",0.03579418344519016,0.008075370121130552,0.003,0.1053191489361702,0.01290322580645161,53,Tunggal,Buah,Buah
"Nangka masak pohon, segar",0.1096196868008949,0.0161507402422611,0.003,0.2936170212765958,0.07956989247311828,28,Tunggal,Buah,Buah
"Pala, daging, segar",0.03803131991051455,0.004037685060565276,0.002,0.1159574468085106,0.01075268817204301,30,Tunggal,Buah,Lain-lain
"Pepaya, segar",0.04250559284116331,0.006729475100942127,0.12,0.1297872340425532,0.03440860215053764,75,Tunggal,Buah,Buah
"Pisang ambon, segar",0.1118568232662192,0.01345895020188425,0.008,0.2585106382978724,0.04086021505376344,75,Tunggal,Buah,Buah
"Pisang angleng (pisang ampyang), segar",0.06711409395973154,0.01749663526244953,0.002,0.1829787234042553,0.01720430107526882,75,Tunggal,Buah,Buah
"Pisang ayam, segar",0.1252796420581656,0.01480484522207268,0.002,0.2851063829787234,0.08817204301075268,75,Tunggal,Buah,Buah
"Pisang gapi, segar",0.1331096196868009,0.02826379542395693,0.003,0.3308510638297872,0.2516129032258065,75,Tunggal,Buah,Buah
"Pisang goroho, segar",0.1196868008948546,0.02557200538358008,0.002,0.2968085106382978,0.0989247311827957,75,Tunggal,Buah,Buah
"Pisang hijau, segar",0.121923937360179,0.02691790040376851,0.003,0.3074468085106383,0.00860215053763441,72,Tunggal,Buah,Buah
"Pisang kayu, segar",0.1029082774049217,0.01884253028263795,0.005,0.2510638297872341,0.05591397849462366,75,Tunggal,Buah,Buah
"Pisang kepok, segar",0.1129753914988814,0.0107671601615074,0.005,0.2797872340425532,0.1225806451612903,75,Tunggal,Buah,Buah
"Pisang ketip, segar",0.1532438478747204,0.01480484522207268,0.003,0.3670212765957447,0.1419354838709677,75,Tunggal,Buah,Buah
"Pisang kidang, segar",0.09843400447427293,0.01345895020188425,0.002,0.2393617021276596,0.01290322580645161,70,Tunggal,Buah,Buah
"Pisang lampung, segar",0.1017897091722595,0.01749663526244953,0.002,0.2723404255319149,0.0924731182795699,75,Tunggal,Buah,Buah
"Pisang mas bali ampenan, segar",0.09395973154362416,0.01884253028263795,0.002,0.2234042553191489,0.07956989247311828,75,Tunggal,Buah,Buah
"Pisang mas bali kopang, segar",0.1331096196868009,0.01884253028263795,0.002,0.3382978723404255,0.07956989247311828,75,Tunggal,Buah,Buah
"Pisang mas, segar",0.1331096196868009,0.01884253028263795,0.002,0.3574468085106383,0.03010752688172043,85,Tunggal,Buah,Buah
"Pisang raja sereh, segar",0.1118568232662192,0.01749663526244953,0.003,0.3,0.01505376344086022,86,Tunggal,Buah,Buah
"Pisang raja, segar",0.1252796420581656,0.0161507402422611,0.002,0.3382978723404255,0.1139784946236559,70,Tunggal,Buah,Buah
"Pisang rotan, segar",0.1006711409395973,0.01749663526244953,0.012,0.2180851063829787,0.02150537634408602,56,Tunggal,Buah,Buah
"Pisang talas, segar",0.1174496644295302,0.0161507402422611,0.002,0.2840425531914894,0.0946236559139785,75,Tunggal,Buah,Buah
Pisang tujuh bulan,0.09619686800894854,0.008075370121130552,0.002,0.2393617021276596,0.07956989247311828,75,Tunggal,Buah,Buah
"Pisang ua, segar",0.1342281879194631,0.0107671601615074,0.005,0.3212765957446808,0.1741935483870968,75,Tunggal,Buah,Buah
"Pisang uli, segar",0.1409395973154362,0.01480484522207268,0.005,0.3776595744680851,0.03010752688172043,77,Tunggal,Buah,Buah
"Purut, segar",0.07606263982102908,0.05518169582772543,0.011,0.1617021276595745,0.03655913978494624,34,Tunggal,Buah,Lain-lain
"Rambutan binjai, segar",0.07606263982102908,0.006729475100942127,0.002,0.1914893617021277,0.08172043010752689,40,Tunggal,Buah,Buah
"Rambutan, segar",0.06823266219239374,0.01211305518169583,0.001,0.1925531914893617,0.01720430107526882,40,Tunggal,Buah,Buah
Rica-rica taipa,0.04586129753914989,0.02153432032301481,0.003,0.1063829787234043,0.0,100,Olahan,Buah,Lain-lain
Rujak aceh,0.08277404921700224,0.005383580080753701,0.003,0.2095744680851064,0.05161290322580645,100,Olahan,Buah,Buah
"Salak bali, segar",0.05480984340044744,0.006729475100942127,0.001,0.1446808510638298,0.02795698924731183,93,Tunggal,Buah,Buah
"Salak medan, segar",0.05257270693512305,0.005383580080753701,0.002,0.1361702127659574,0.06881720430107528,93,Tunggal,Buah,Buah
"Salak pondoh, segar",0.0883668903803132,0.0107671601615074,0.004,0.2138297872340426,0.0,59,Tunggal,Buah,Buah
"Salak, segar",0.07718120805369127,0.005383580080753701,0.0,0.2223404255319149,0.0,93,Tunggal,Buah,Buah
Sale kesemek,0.3221476510067114,0.01480484522207268,0.006,0.7595744680851064,0.0,100,Olahan,Buah,Lain-lain
Sale pisang siam,0.3053691275167785,0.03230148048452221,0.006999999999999999,0.7031914893617021,0.02150537634408602,100,Olahan,Buah,Lain-lain
"Sale pisang, cilacap",0.3210290827740492,0.03095558546433378,0.021,0.7117021276595745,0.02795698924731183,100,Olahan,Buah,Lain-lain
Sanggara belanda,0.261744966442953,0.08613728129205922,0.071,0.4063829787234043,0.0,100,Olahan,Buah,Lain-lain
"Sawo duren, segar",0.06263982102908278,0.01345895020188425,0.031,0.0851063829787234,0.01720430107526882,64,Tunggal,Buah,Buah
"Sawo kecik, segar",0.1152125279642058,0.01211305518169583,0.023,0.2297872340425532,0.02150537634408602,83,Tunggal,Buah,Buah
"Sawo Manila, segar",0.09395973154362416,0.006729475100942127,0.011,0.2382978723404255,0.2043010752688172,79,Tunggal,Buah,Buah
"Semangka, segar",0.02237136465324385,0.006729475100942127,0.002,0.07340425531914894,0.00860215053763441,46,Tunggal,Buah,Buah
"Sirsak, segar",0.06375838926174497,0.01345895020188425,0.003,0.1734042553191489,0.06881720430107528,68,Tunggal,Buah,Buah
"Sowa, segar",0.04474272930648769,0.02153432032301481,0.006,0.09680851063829786,0.967741935483871,-,Tunggal,Buah,Buah
"Srikaya, segar",0.06152125279642058,0.01480484522207268,0.005,0.1478723404255319,0.04516129032258065,48,Tunggal,Buah,Buah
"Sukun muda, segar",0.1241610738255033,0.01884253028263795,0.002,0.298936170212766,0.03010752688172043,84,Tunggal,Buah,Buah
"Sukun tua, segar",0.1319910514541387,0.02153432032301481,0.002,0.2606382978723404,0.03225806451612903,88,Tunggal,Buah,Buah
Tepung Pisang,0.3691275167785235,0.03903095558546434,0.004,0.8574468085106383,0.1139784946236559,100,Olahan,Buah,Makanan pokok
Tepung Sukun,0.3859060402684563,0.03903095558546434,0.005,0.897872340425532,0.07956989247311828,100,Olahan,Buah,Makanan pokok
"Vigus, segar",0.04026845637583892,0.03230148048452221,0.001,0.08829787234042553,0.0,-,Tunggal,Buah,Buah
"Wani, segar",0.0738255033557047,0.0107671601615074,0.003,0.1819148936170213,0.06666666666666668,77,Tunggal,Buah,Buah
"Asam arang coklat, segar",0.1364653243847875,0.006729475100942127,0.011,0.3287234042553192,0.03225806451612903,-,Tunggal,Bumbu,Lain-lain
"Asam arang merah, segar",0.1017897091722595,0.0107671601615074,0.016,0.2159574468085106,0.06021505376344086,-,Tunggal,Bumbu,Lain-lain
"Asam kandis, kering",0.2829977628635346,0.01211305518169583,0.016,0.6734042553191489,0.1075268817204301,100,Tunggal,Bumbu,Lain-lain
"Asam kandis, segar",0.0749440715883669,0.002691790040376851,0.011,0.1712765957446808,0.07311827956989247,-,Tunggal,Bumbu,Lain-lain
"Asam masak pohon, segar",0.2897091722595078,0.03768506056527591,0.006,0.6648936170212766,0.02580645161290323,48,Tunggal,Bumbu,Lain-lain
"Asam payak, segar",0.1420581655480984,0.0107671601615074,0.004,0.3414893617021277,0.2150537634408602,-,Tunggal,Bumbu,Lain-lain
Balichong,0.1610738255033557,0.1776581426648721,0.008,0.2436170212765957,0.03225806451612903,-,Olahan,Bumbu,Lain-lain
"Bawang merah, segar",0.04250559284116331,0.02018842530282638,0.003,0.0978723404255319,0.03655913978494624,90,Tunggal,Bumbu,Lain-lain
"Bawang putih, segar",0.116331096196868,0.06056527590847914,0.002,0.2457446808510639,0.01290322580645161,88,Tunggal,Bumbu,Lain-lain
Bekasam,0.1208053691275168,0.1601615074024226,0.049,0.06489361702127659,0.07526881720430108,-,Olahan,Bumbu,Lain-lain
Bekasang,0.07829977628635347,0.1534320323014805,0.02,0.03829787234042553,0.00860215053763441,-,Olahan,Bumbu,Lain-lain
"Boros kunci, segar",0.03579418344519016,0.01345895020188425,0.008,0.07659574468085106,0.02150537634408602,80,Tunggal,Bumbu,Lain-lain
"Boros laja (lengkuas), segar",0.02013422818791946,0.01345895020188425,0.003,0.05,0.02365591397849463,80,Tunggal,Bumbu,Lain-lain
"Cabai gembor merah, segar",0.03355704697986577,0.02153432032301481,0.008,0.06702127659574468,0.03440860215053764,89,Tunggal,Bumbu,Lain-lain
"Cabai hijau, segar",0.02013422818791946,0.009421265141318977,0.003,0.05531914893617022,0.05591397849462366,82,Tunggal,Bumbu,Lain-lain
"Cabai merah, kering",0.401565995525727,0.2139973082099596,0.06200000000000001,0.6574468085106383,0.578494623655914,85,Tunggal,Bumbu,Lain-lain
"Cabai merah, segar",0.03131991051454139,0.01345895020188425,0.003,0.07765957446808511,0.03010752688172043,85,Tunggal,Bumbu,Lain-lain
